query,n_positives,rank_first_positive,missed,hit@1,hit@5,hit@10,hit@100,rr,n_chars,n_words,n_unique_words,n_colors,n_materials,n_garments,n_patterns,has_color,has_material,has_garment,has_pattern,n_sentences
pink dress with a belt around the waist. the dress has a v-neckline and short sleeves. the dress is made of a stretchy material and has a fit and flare silhouette.,1,5,0,0,1,1,1,0.2,163,32,22,1,0,2,0,1,0,1,0,3
blue and white striped top with a navy blue collar and a navy blue sleeve. the top is worn with a navy blue shirt underneath.,1,3,0,0,1,1,1,0.3333333333333333,125,25,15,3,0,2,1,1,0,1,1,2
pair of black pants with a zipper and a pocket on the front. the pants are made of a stretchy material and have a wide waistband. the pants are designed to be worn with a belt.,1,,1,0,0,0,0,0.0,176,36,24,1,0,2,0,1,0,1,0,3
"red v-neck shirt with a rounded hem. the shirt is made of a soft, stretchy material and has a rounded hem. the color of the shirt is a deep red, almost burgundy. the shirt is a women's size medium and is a basic, casual style.",1,4,0,0,1,1,1,0.25,226,47,28,2,0,1,0,1,0,1,0,4
"black dress with gold sequins. the dress has a flowy and loose fit, with a high-low hemline. the sequins are small and scattered all over the dress, adding a shiny and glamorous touch to the outfit.",1,6,0,0,0,1,1,0.16666666666666666,198,37,26,2,0,1,0,1,0,1,0,3
black vest with a white stripe on the side. the vest is worn over a gray tank top and has a black belt with a silver buckle. the vest is made of a shiny material and has a loose fit.,1,,1,0,0,0,0,0.0,182,40,26,4,0,3,1,1,0,1,1,3
white dress with a plunging neckline and off-the-shoulder straps. the dress is made of a stretchy material and has a fitted bodice with a flared skirt. the dress is a midi length and is worn by a woman with a slim figure.,1,1,0,1,1,1,1,1.0,221,44,28,1,0,2,0,1,0,1,0,3
"floral print dress with a high waist and a flowing skirt. the dress is made of a lightweight material and has a floral print with a mix of pink, yellow, and green flowers. the dress is a mother of the bride style and is worn by a woman with a pear-shaped figure.",1,3,0,0,1,1,1,0.3333333333333333,262,53,31,3,0,2,1,1,0,1,1,3
pair of wide-legged pants that are navy blue in color. the pants have a loose fit and are made of a soft material. the pants feature a front pleat and a side zipper closure.,1,1,0,1,1,1,1,1.0,173,35,26,2,0,1,0,1,0,1,0,3
"grey tweed jacket with a black zipper. the jacket has a collar, a front button, and a pocket on the left side. the jacket is worn by a woman with a white shirt underneath.",1,2,0,0,1,1,1,0.5,171,34,24,3,1,2,0,1,1,1,0,3
"white t-shirt with a colorful rocket ship design on it. the rocket ship has a pink, yellow, and purple color scheme and features a face with a black nose and eyes. the t-shirt has a short sleeve design and is made of a soft cotton material.",1,1,0,1,1,1,1,1.0,240,48,32,5,1,1,0,1,1,1,0,3
black t-shirt with a shortened hemline. the t-shirt has a round neckline and is made of a stretchy material. the t-shirt is a basic style and is suitable for casual wear.,1,,1,0,0,0,0,0.0,170,34,23,1,0,1,0,1,0,1,0,3
"black blouse with a cut out back. the material appears to be a lightweight fabric, possibly a polyester or rayon blend. the blouse features a high neckline and long sleeves with a loose fit. the back of the blouse has a cut out design that exposes the wearer's back.",1,1,0,1,1,1,1,1.0,266,50,34,1,2,1,0,1,1,1,0,4
"white tank top with a beige leather trim. the tank top has a round neckline and a sleeveless design. the leather trim is stitched onto the top of the tank top, creating a seamless look. the beige leather trim adds a touch of elegance to the otherwise simple white tank top.",1,1,0,1,1,1,1,1.0,273,51,28,2,1,1,0,1,1,1,0,4
white strapless dress with a ruffled design and a silver belt at the waist. the dress has a sweetheart neckline and a flowy skirt that falls below the knees.,1,1,0,1,1,1,1,1.0,157,29,22,2,0,3,1,1,0,1,1,2
"green t-shirt with a v-neck and short sleeves. the shirt is made of a stretchy material and has a ribbed texture. the neckline is rounded and the sleeves are short, ending at the wrist. the shirt is a basic, casual style that can be worn with jeans or shorts.",1,1,0,1,1,1,1,1.0,259,51,35,1,0,3,1,1,0,1,1,4
"floral print skirt. the skirt is made of a light brown material and has a floral print with a mix of tan, white, and green colors. the skirt is flowing and has a wrap-around design.",1,1,0,1,1,1,1,1.0,181,36,23,4,0,1,1,1,0,1,1,3
black dress with a twisted design. the dress has a cowl neckline and a long sleeve. the material appears to be a knit fabric.,1,3,0,0,1,1,1,0.3333333333333333,125,24,19,1,1,1,0,1,1,1,0,3
white sheer pajama pant. the pant is made of a sheer white material and has a lace-up detail on the side. the pant is loose-fitting and has a flowy design.,1,1,0,1,1,1,1,1.0,155,32,21,1,1,0,2,1,1,0,1,3
"red dress with a strapless design and a deep v-neckline. the dress has a mesh overlay and a lace-up back. the dress is made of a stretchy material and has a flowy, feminine style.",1,1,0,1,1,1,1,1.0,179,36,25,1,1,1,2,1,1,1,1,3
a woman is wearing a peach colored satin wrap skirt with a ruffled hemline.,1,1,0,1,1,1,1,1.0,75,14,12,0,1,1,1,0,1,1,1,1
white camouflage print long sleeve top with a zipper on the front. the fabric is soft and the design is a blend of white and gray.,1,1,0,1,1,1,1,1.0,130,26,20,2,0,1,0,1,0,1,0,2
blue and black parka with a fur trimmed hood. the parka has a black and blue color scheme and features a large fur hood. the fur trimmed hood is a unique and stylish feature of the parka.,1,2,0,0,1,1,1,0.5,187,37,20,2,1,0,0,1,1,0,0,3
pair of white and black pants with a polka dot pattern. the pants have a wide leg and are made of a stretchy material. the pants are worn by a woman who is standing and smiling.,1,3,0,0,1,1,1,0.3333333333333333,177,36,26,2,0,1,1,1,0,1,1,3
black pencil skirt. the skirt is made of a shiny material and has a zipper on the side. the skirt is worn by a woman who is standing and has her hands on her hips.,4,,1,0,0,0,0,0.0,163,35,23,1,0,1,0,1,0,1,0,3
"white t-shirt with a graphic print on it. the graphic print consists of various letters and words, including the word ""religion"" and the word ""liberty"". the t-shirt has a relaxed fit and is made of a soft, lightweight material.",1,1,0,1,1,1,1,1.0,227,41,28,1,0,1,1,1,0,1,1,3
pink tulle skirt. the tulle is a light pink color and the skirt is a full length.,1,3,0,0,1,1,1,0.3333333333333333,81,17,11,1,0,1,0,1,0,1,0,2
white lace up tank top. the tank top has a v-neckline and is made of a sheer white lace material. it has a drawstring tie at the neckline and a ribbed knit fabric. the tank top is a fashionable and trendy piece of clothing.,1,1,0,1,1,1,1,1.0,223,45,27,1,2,1,3,1,1,1,1,4
blue and black mesh skirt.,1,2,0,0,1,1,1,0.5,26,5,5,2,0,1,1,1,0,1,1,1
"pair of black pants with a floral print. the pants have a loose fit and are cropped at the ankle. the floral print consists of a mix of black, white, and grey colors.",1,,1,0,0,0,0,0.0,166,33,22,3,0,1,1,1,0,1,1,3
pair of black pants with red stripes on the sides. the pants have a loose fit and are made of a soft material. the pants are part of a tracksuit and have a red stripe on the side.,1,3,0,0,1,1,1,0.3333333333333333,179,38,23,2,0,1,1,1,0,1,1,3
"pair of black leather pants. the pants have a distressed look and are made of leather. they are styled with a zipper and a button, and have a skinny fit.",7,9,0,0,0,1,1,0.1111111111111111,153,30,20,1,1,1,0,1,1,1,0,3
woman wearing a blue dress. the dress is a wrap style and has a v-neckline. the dress is made of a stretchy material and is form-fitting. the woman is also wearing a black belt around her waist.,1,,1,0,0,0,0,0.0,194,39,25,2,0,2,0,1,0,1,0,4
floral print coat with a light pink color and a black collar. the coat has a loose fit and is made of a lightweight material. the floral pattern consists of small pink and white flowers on a black background.,1,1,0,1,1,1,1,1.0,208,39,27,3,0,1,1,1,0,1,1,3
gray top with a cut-out shoulder and a cold-shoulder design. the top is made of a stretchy material and has a round neckline.,1,2,0,0,1,1,1,0.5,125,25,19,1,0,1,0,1,0,1,0,2
dress with a floral print. the dress has a yellow and black color scheme with a yellow and black floral print. the dress is made of a yellow and black fabric and has a yellow collar. the dress also has a black belt at the waist and a black and yellow pattern on the skirt. the dress is a combination of a yellow and black color scheme with a yellow and black floral print.,1,2,0,0,1,1,1,0.5,372,74,25,2,0,3,1,1,0,1,1,5
pair of blue leggings. the leggings are made of a soft material and have a loose fit. they are worn by a person who is standing and has their hands on their hips.,1,3,0,0,1,1,1,0.3333333333333333,162,33,26,1,0,0,0,1,0,0,0,3
black and white dress with a floral print. the dress has a high neckline and long sleeves. the skirt of the dress is flounced and has a ruffled hemline. the dress is made of a lightweight material and is designed to be flowy and comfortable to wear.,1,,1,0,0,0,0,0.0,249,47,29,2,0,2,2,1,0,1,1,4
"pair of black leggings. the leggings are made of a stretchy material and have a tight fit. they are designed for athletic activities and have a high waistband. the leggings are also available in other colors such as white, grey, and blue.",1,10,0,0,0,1,1,0.1,238,42,31,4,0,0,0,1,0,0,0,4
pair of brown leggings with a white waistband. the leggings have a brown and white color scheme and are made of a stretchy material. the leggings are designed to be worn as a sportswear item and have a fashionable style.,1,1,0,1,1,1,1,1.0,220,40,26,2,0,0,0,1,0,0,0,3
black and white dress. the dress has a black sleeveless top and a white midi skirt. the dress is made of a stretchy material and has a v-neckline. the dress is styled in a modern fashion with a collar and a front slit.,1,,1,0,0,0,0,0.0,218,44,26,2,0,3,0,1,0,1,0,4
pink lace top with a floral design. the top is made of a sheer material and has a cropped fit. the lace is delicate and has a light pink color. the floral design is intricate and adds a feminine touch to the top.,1,1,0,1,1,1,1,1.0,212,43,25,1,1,1,3,1,1,1,1,4
white dress with a colorful fringe at the bottom. the dress has a long sleeve and a high neckline. the fringe is made up of different colored beads and is hanging down the front of the dress.,1,10,0,0,0,1,1,0.1,191,37,25,1,0,1,0,1,0,1,0,3
"white midi skirt with a cream-colored lining. the skirt has a high waist and a flared bottom, and it is made of a stretchy material. the skirt is worn with a white crop top and a pair of black heeled sandals.",1,3,0,0,1,1,1,0.3333333333333333,208,42,28,3,0,3,0,1,0,1,0,3
beige sweater dress with a boat neckline and long sleeves. the dress is made of a stretchy material and has a fitted bodice with a flared skirt. the dress is paired with a beige shirt and a pair of beige pumps.,1,2,0,0,1,1,1,0.5,210,41,25,1,0,4,0,1,0,1,0,3
pair of black pants with white stripes. the pants have a loose fit and are made of a shiny material. the pants are worn by a person who is standing and has their hands in their pockets.,1,3,0,0,1,1,1,0.3333333333333333,185,37,28,2,0,1,0,1,0,1,0,3
"white turtleneck top with a high collar and long sleeves. the material appears to be a soft, stretchy fabric, possibly a blend of cotton and polyester. the turtleneck has a simple design with no additional details or decorations.",1,1,0,1,1,1,1,1.0,229,38,31,1,2,1,0,1,1,1,0,3
blue dress with a lace overlay. the dress has a low back and a high slit on the side. the lace overlay is draped over the dress and has a v-neckline. the dress is a size 16 and is made of a stretchy material.,1,2,0,0,1,1,1,0.5,208,44,25,1,1,1,1,1,1,1,1,4
"black leather jacket. the jacket has a zipper closure and a silver zipper pull. the jacket also has a collar and a pocket on the left side. the jacket is made of leather and has a sleek, modern look.",2,,1,0,0,0,0,0.0,199,39,23,2,1,1,0,1,1,1,0,4
"a beige lace dress with a mauve tulle overlay, featuring a halter neckline, a pleated skirt, and a back zipper closure.",1,1,0,1,1,1,1,1.0,119,21,17,1,1,2,1,1,1,1,1,1
gray and white dress with a long sleeve and a high slit on the side. the dress is made of a shiny material and has a knitted texture. the dress is also adorned with a silver belt around the waist.,1,1,0,1,1,1,1,1.0,196,40,27,3,0,2,0,1,0,1,0,3
"black dress with a white collar. the dress is sleeveless and has a zipper in the back. the dress is made of a shiny material and is a simple, elegant style.",1,,1,0,0,0,0,0.0,156,31,21,2,0,1,0,1,0,1,0,3
black pleated midi skirt with silver glitter polka dots. the skirt is made of a glittery material and has a midi length. the skirt is paired with a black top.,1,,1,0,0,0,0,0.0,158,30,21,2,0,2,1,1,0,1,1,3
a green quilted jacket with a black zipper and a black zipper pull.,2,3,0,0,1,1,1,0.3333333333333333,67,13,9,2,0,1,1,1,0,1,1,1
"white t-shirt with blue and silver glittery letters spelling out ""holster"". the shirt has a blue star design on the front and is made of a soft cotton material. the fashion style of the shirt is casual and trendy, perfect for a night out or a day at the beach.",1,1,0,1,1,1,1,1.0,260,51,36,3,1,1,0,1,1,1,0,3
black and white polka dot top with a high neckline and a fitted silhouette. the top is made of a stretchy material and has a sleeveless design.,1,2,0,0,1,1,1,0.5,143,27,21,2,0,1,1,1,0,1,1,2
pink dress with a satin material. the dress has a fitted bodice and a full skirt. the dress is a junior's size and is a short length.,1,1,0,1,1,1,1,1.0,133,28,19,1,1,2,0,1,1,1,0,3
"multi-colored dress with a lace pattern. the dress has a strapless neckline and a fitted bodice. the skirt is made of layers of different colored lace, creating a ruffled effect. the dress is worn by a woman with a tan skin tone.",1,1,0,1,1,1,1,1.0,229,43,29,1,1,2,2,1,1,1,1,4
blue floral print midi skirt and crop top set. the skirt is made of a stretchy material and has a high waistline. the crop top is a white and blue floral print with a halter neckline and a low back. the outfit is styled with a white satin belt that ties at the waist.,1,1,0,1,1,1,1,1.0,267,54,33,2,1,3,1,1,1,1,1,4
"pair of black leggings with a mesh overlay. the leggings have a cropped fit and feature a high waistline. the mesh overlay is made of a stretchy, shiny material that adds a touch of glam to the leggings. the leggings are designed to be worn with a comfortable fit and are perfect for workouts or casual wear.",1,,1,0,0,0,0,0.0,308,57,37,1,0,0,1,1,0,0,1,4
"black lace skirt with a white lace overlay. the skirt has a high waist and a tiered design with a scalloped edge. the lace is delicate and the fabric appears to be a lightweight material, possibly silk or chiffon. the fashion style of the skirt is feminine and elegant, perfect for special occasions or dressing up a simple outfit.",1,10,0,0,0,1,1,0.1,331,59,41,2,3,1,1,1,1,1,1,4
"flowered shirt with a floral pattern in shades of yellow, green, and purple. the shirt has a loose fit and is made of a silky material.",1,1,0,1,1,1,1,1.0,135,26,21,3,0,1,1,1,0,1,1,2
"white fringe vest with a crochet design. the vest is made of a lightweight material, possibly a knit or crochet, and has a loose fit. the fringe is made of a long, stringy material that hangs down from the vest. the vest is worn by a young girl with long, brown hair.",1,1,0,1,1,1,1,1.0,267,52,32,2,1,1,0,1,1,1,0,4
black denim vest with a gray collar. the vest has a front button and a front zipper. it is worn by a woman with a white shirt underneath.,1,1,0,1,1,1,1,1.0,137,28,21,3,1,2,0,1,1,1,0,3
gray pencil skirt. the skirt is made of a stretchy material and has a zipper on the side. the skirt is a light gray color and is worn by a woman.,1,1,0,1,1,1,1,1.0,145,31,20,1,0,1,0,1,0,1,0,3
pair of black pants. the pants are made of a material that appears to be a cotton blend. the pants have a straight cut and are worn by a person who is standing.,1,7,0,0,0,1,1,0.14285714285714285,160,33,25,1,1,1,0,1,1,1,0,3
"black and white north face jacket with a brownish-red plaid lining. the jacket is made of a synthetic material and has a feminine fit. it features a black zipper, black and white logo, and a black and white stripe on the sleeve. the jacket is designed for cold weather and has a warm, puffy appearance.",1,1,0,1,1,1,1,1.0,302,56,35,3,0,1,2,1,0,1,1,4
woman wearing a black and white striped skirt with a white ruffled blouse. the skirt has a black and white striped pattern with a black belt at the waist. the blouse has a white ruffled neckline and a white lace collar. the woman is also wearing a black and white striped pencil skirt with a black belt at the waist.,1,1,0,1,1,1,1,1.0,316,60,23,2,1,3,3,1,1,1,1,4
"pink top with a high collar and a front button. the top is made of a lightweight material, possibly silk, and has a pleated detail at the neckline. the top is styled in a fashionable manner, suitable for a formal or semi-formal occasion.",1,7,0,0,0,1,1,0.14285714285714285,237,44,32,1,1,1,0,1,1,1,0,3
"green leather jacket with a metallic finish. the jacket has a collar, a front zipper closure, and a silver zipper pull. the sleeves are long and have a silver zipper on the cuff. the jacket is a fitted style and has a shiny, metallic finish.",1,1,0,1,1,1,1,1.0,241,45,26,2,1,1,1,1,1,1,1,4
"green tank top with a ruffled detail on the neckline. the tank top is made of a soft material, possibly cotton, and has a relaxed fit. the ruffles on the neckline are green and add a touch of femininity to the otherwise simple design.",1,,1,0,0,0,0,0.0,234,44,30,1,1,1,1,1,1,1,1,3
"woman wearing a peach colored wrap skirt. the skirt is made of a soft material and has a flowy, loose fit. the woman is wearing a black crop top and has her hair in a ponytail.",1,,1,0,0,0,0,0.0,176,36,25,1,0,2,0,1,0,1,0,3
beige lace dress. the dress has a plunging neckline and a backless design. the lace is delicate and the dress is made of a soft material. the dress is fashioned in a style that is suitable for a night out or a special occasion.,1,2,0,0,1,1,1,0.5,227,44,28,1,1,1,1,1,1,1,1,4
floral print dress with a strapless top and a ruffled skirt. the dress is black and white with a mix of different sized flowers in various colors. the top of the dress is black and the skirt is white with black ruffles. the dress is a mini style and has a zipper on the back.,1,3,0,0,1,1,1,0.3333333333333333,275,55,29,2,0,3,2,1,0,1,1,4
striped sweater that is worn by a person. the sweater has a zebra print pattern and is made of a shiny material. the person wearing the sweater is also wearing a pair of black pants.,1,,1,0,0,0,0,0.0,182,35,23,1,0,2,1,1,0,1,1,3
blue dress with long sleeves. the dress has a wrap style and is made of a stretchy material. the dress is fitted at the top and flares out at the bottom. the color of the dress is a deep blue and it is worn by a woman.,1,2,0,0,1,1,1,0.5,218,47,28,1,0,2,0,1,0,1,0,4
"sports bra. it is made of a combination of materials, including mesh and spandex. the bra is primarily red and black in color. it has a unique design with a red mesh top and a black mesh bottom. the bra also features a red mesh trim and a black mesh trim. the straps of the bra are black and the back of the bra has a black mesh design.",1,1,0,1,1,1,1,1.0,336,69,31,2,1,2,1,1,1,1,1,6
pair of frayed jeans. the jeans are light beige in color and have a high waist. they are cropped and have a frayed hem. the jeans are made of denim material and have a relaxed fit.,1,1,0,1,1,1,1,1.0,180,36,23,1,1,1,0,1,1,1,0,4
pair of black wide-legged pants with a bell-shaped flare at the bottom. the pants have a high waist and are made of a stretchy material.,1,,1,0,0,0,0,0.0,136,27,22,1,0,1,0,1,0,1,0,2
dress. the dress is multi-colored and has a geometric pattern. it is a plus size dress and is made of a stretchy material. the dress is a halter style and has a high waistline. the skirt of the dress is full and has a ruffled hemline.,1,3,0,0,1,1,1,0.3333333333333333,234,47,25,0,0,2,2,0,0,1,1,5
black and white checkered shirt with a collar. the shirt has a black and white pattern and is made of a material that looks like leather. the collar is white and the cuffs are black. the shirt is a blouse and is worn by a woman.,1,1,0,1,1,1,1,1.0,228,46,25,2,1,2,1,1,1,1,1,4
"black pantsuit with a loose fit and a wide waistband. the pants have a flowing, wide leg and are worn with a black belt. the pantsuit is paired with a black shirt and a black and white belt.",1,,1,0,0,0,0,0.0,190,38,21,2,0,3,0,1,0,1,0,3
black lace dress with a navy blue sash. the dress has a fitted bodice and a flowy skirt. the lace is intricate and the sash adds a pop of color to the outfit.,1,,1,0,0,0,0,0.0,158,33,23,3,1,2,1,1,1,1,1,3
blue jean skirt with five silver buttons on the front. the skirt has a high waist and is made of denim material.,1,2,0,0,1,1,1,0.5,112,22,20,2,1,1,0,1,1,1,0,2
"white and black zebra print shirt with a distressed look. the shirt has a collar, long sleeves, and a front button. the zebra print is black and white, and the shirt has a distressed look with frayed edges and a worn-out appearance.",1,1,0,1,1,1,1,1.0,232,43,23,2,0,1,0,1,0,1,0,3
"blue skirt with a high waist and a full, pleated bottom. the skirt is made of a soft, flowing material and has a high-waisted design.",1,,1,0,0,0,0,0.0,133,26,20,1,0,1,0,1,0,1,0,2
black dress with a long sleeve and a wrap style. the dress is made of a stretchy material and has a simple design. the dress is not form-fitting and has a loose fit.,1,,1,0,0,0,0,0.0,165,34,23,1,0,1,0,1,0,1,0,3
white dress with a polka dot pattern. the dress has a fitted bodice and a full skirt. the dress is made of a sheer material and has short sleeves. the dress is styled in a vintage fashion and is suitable for a special occasion.,1,1,0,1,1,1,1,1.0,227,44,29,1,0,2,2,1,0,1,1,4
black denim jacket with a zipper closure. the jacket has a black leather collar and a silver zipper pull. the jacket is made of denim material and has a loose fit.,1,1,0,1,1,1,1,1.0,163,31,20,2,2,1,0,1,1,1,0,3
pair of black jeans with white floral print. the jeans have a high waist and a skinny fit. the floral print consists of white flowers with green leaves on a black background.,1,1,0,1,1,1,1,1.0,174,32,22,3,0,1,1,1,0,1,1,3
black dress with a floral pattern on it. the dress has a black mesh overlay with a purple floral print. the dress also has a black belt at the waist and a black lace-up back.,1,3,0,0,1,1,1,0.3333333333333333,174,36,22,2,1,2,3,1,1,1,1,3
striped white and black short-sleeved shirt with a rounded neckline and a straight hemline.,1,1,0,1,1,1,1,1.0,91,15,13,2,0,1,1,1,0,1,1,1
pair of black leggings with a white waistband. the leggings are made of spandex and have a compression fit. they are designed for high-impact activities and have a moisture-wicking fabric. the leggings are available in a variety of sizes and are suitable for both men and women.,1,,1,0,0,0,0,0.0,278,49,33,2,1,0,0,1,1,0,0,4
black leather jacket with a silver zipper. the jacket has a buckle detail on the front and a zipper on the sleeve. the jacket is styled in a fashionable biker style and is made of high-quality leather.,1,,1,0,0,0,0,0.0,201,38,25,2,1,1,0,1,1,1,0,3
white lace dress with a high slit on the front. the dress has a halter neckline and a low back. the lace is delicate and the dress is made of a lightweight material. the dress is a fashionable style that is perfect for a special occasion.,1,5,0,0,1,1,1,0.2,238,46,29,1,1,1,1,1,1,1,1,4
black leather jacket with a fur collar. the jacket has a zipper closure and two front pockets. the fur collar is brown and appears to be made of rabbit fur. the jacket is styled in a fashionable way and is made of high-quality materials.,1,1,0,1,1,1,1,1.0,237,45,30,2,2,1,0,1,1,1,0,4
woman wearing a pleated white midi skirt with a gray leather belt. she is also wearing a gray pleated midi skirt with a gray leather belt.,1,1,0,1,1,1,1,1.0,138,26,14,2,1,2,0,1,1,1,0,2
"black and white printed t-shirt with the words ""imagine"" and ""mono"" written on it. the shirt has a loose fit and is made of a soft material.",1,1,0,1,1,1,1,1.0,140,28,23,2,0,1,1,1,0,1,1,2
blue and white dress with a floral print. the dress has a pleated skirt and a ruffled off-the-shoulder neckline. the skirt is tiered and has a blue and white floral print. the dress is a plus size and has a flowy fit.,1,1,0,1,1,1,1,1.0,217,44,22,2,0,2,2,1,0,1,1,4
"striped skirt. the skirt is made of a knit material and has a mix of white, blue, orange, and yellow stripes. the skirt is knee-length and has a loose fit.",1,1,0,1,1,1,1,1.0,155,31,21,4,1,1,1,1,1,1,1,3
"black leather jacket with a high collar and a zipper on the front. the jacket has a slightly oversized fit and is made of a shiny, smooth leather material.",1,,1,0,0,0,0,0.0,155,29,22,1,1,1,0,1,1,1,0,2
"black and white plaid top with a v-neck and a sleeveless design. the top is made of a material that appears to be a blend of polyester and cotton. the plaid pattern consists of black and white stripes, and the top has a loose fit.",1,1,0,1,1,1,1,1.0,230,46,29,2,2,1,1,1,1,1,1,3
"white crop top with a ribbed texture. it is a fitted top that is cropped at the waist, and it has a rounded neckline. the material appears to be a stretchy knit fabric, and the top is a basic, casual style that can be worn with jeans or shorts.",1,2,0,0,1,1,1,0.5,244,49,34,1,1,3,1,1,1,1,1,3
green dress with a satin belt around the waist. the dress has a v-neckline and a short sleeve. the belt is black in color and has a buckle on it. the dress is a short style and is made of a shiny material.,1,2,0,0,1,1,1,0.5,205,44,27,2,1,2,0,1,1,1,0,4
black and white tank top. the tank top has a black color on the top and a white color on the bottom. the tank top is made of a soft material and has a loose fit.,2,1,0,1,1,1,1,1.0,161,36,18,2,0,1,0,1,0,1,0,3
green and blue striped long sleeve shirt with a round neckline and a back button detail. the shirt is made of a soft knit material and has a relaxed fit.,1,1,0,1,1,1,1,1.0,153,30,24,2,1,1,1,1,1,1,1,2
blue jean skirt with a denim texture. the skirt has a high waist and a flared design. the hemline of the skirt is slightly above the knee. the skirt is made of a sturdy denim material and has a zipper closure on the back.,1,5,0,0,1,1,1,0.2,221,44,27,1,1,1,0,1,1,1,0,4
"black leather mini skirt. the skirt has a high waist and a low rise, with a faux leather material. it is a fitted style with a front slit and a zipper closure on the side.",1,2,0,0,1,1,1,0.5,171,35,25,1,1,1,0,1,1,1,0,3
black dress with a bow on the back. the dress is made of a stretchy material and has a fitted bodice with a zipper on the back. the dress is short and has a ruffled hemline. the bow on the back is made of a shiny material and is a contrasting color to the dress.,1,1,0,1,1,1,1,1.0,262,55,25,1,0,1,1,1,0,1,1,4
"black tank top with a v-neck and a ruffled neckline. the material appears to be a stretchy fabric, possibly a blend of cotton and polyester. the tank top has a loose fit and is designed to be worn with a flowy skirt or pants. the overall style is casual and comfortable, perfect for a relaxed day out.",1,,1,0,0,0,0,0.0,301,58,41,1,2,3,1,1,1,1,1,4
"blue and white plaid dress with a black collar and a black belt at the waist. the dress has a button-down front and long sleeves with black buttons. the dress is loose-fitting and has a flowy, bohemian style.",1,2,0,0,1,1,1,0.5,208,40,26,3,0,2,1,1,0,1,1,3
pair of blue leggings. the leggings are made of a shiny material and have a spandex fit. they are tight-fitting and have a high waistline. the leggings are worn by a woman who is wearing a blue sports bra and a black sports bra.,1,,1,0,0,0,0,0.0,228,45,28,2,1,1,0,1,1,1,0,4
white shirt with a high collar and a ruffled front. the shirt has a loose fit and is made of a lightweight material.,1,,1,0,0,0,0,0.0,116,23,18,1,0,1,1,1,0,1,1,2
"blue and green dress with a zebra print pattern. the dress has a fitted bodice and a flowing skirt. the material appears to be a lightweight, possibly chiffon or silk. the dress is styled in a fashionable, casual manner.",1,3,0,0,1,1,1,0.3333333333333333,220,39,30,2,2,2,0,1,1,1,0,4
"purple dress with a twist front design. the dress has a plunging neckline and a wrap-around design that creates a draped effect. the material appears to be a stretchy knit fabric, and the dress is styled with a long sleeve and a knee-length hemline.",1,1,0,1,1,1,1,1.0,249,46,32,1,1,1,0,1,1,1,0,3
gray and gold quilted jacket with a hood. the jacket has a silver zipper and a gold zipper pull. the jacket is made of a shiny material and has a belted waist. the jacket is styled with a hood and a gold zipper pull.,1,1,0,1,1,1,1,1.0,216,44,21,3,0,1,1,1,0,1,1,4
"black suit jacket with a silver zipper. the jacket has a unique design on the back, featuring a silver brooch with a black scorpion and a red and black spider. the jacket is made of a shiny material, possibly satin, and has a formal style.",1,1,0,1,1,1,1,1.0,239,45,28,3,1,1,0,1,1,1,0,3
white denim skirt with five pockets. the skirt is a straight cut and has a zipper closure. the denim material is light in color and the skirt is short in length.,1,1,0,1,1,1,1,1.0,161,31,21,1,1,1,0,1,1,1,0,3
"red dress with a twist front design. the dress has a wrap style and features a cold-shoulder cut. the material of the dress is a stretchy fabric, and the dress has a flowy and comfortable fit. the dress is also available in other colors such as orange, black, and blue.",1,1,0,1,1,1,1,1.0,269,51,34,4,0,1,0,1,0,1,0,4
green maternity top with a rounded neckline and short sleeves. the material is stretchy and the fit is loose and comfortable.,1,1,0,1,1,1,1,1.0,125,21,17,1,0,1,0,1,0,1,0,2
green faux fur jacket with a zipper closure. the jacket has a black collar and a black zipper pull. the jacket is worn by a woman with long hair.,1,1,0,1,1,1,1,1.0,145,29,20,2,1,1,0,1,1,1,0,3
mint green lace dress with a keyhole neckline and a flowy skirt. the dress is worn by a plus size woman and has a crochet lace design.,1,1,0,1,1,1,1,1.0,134,27,21,2,1,2,1,1,1,1,1,2
black denim jacket with distressed details. the jacket has a cropped fit and features a front zipper closure. the distressed details include ripped seams and frayed edges on the sleeves and hemline. the jacket is styled with a white t-shirt underneath and a pair of black jeans.,1,2,0,0,1,1,1,0.5,278,48,33,2,1,3,0,1,1,1,0,4
"green and blue blouse with ruffles on the sleeves and a wide neckline. the fabric is a mix of cotton and polyester, and the style is a loose fit with a relaxed silhouette.",1,2,0,0,1,1,1,0.5,171,33,23,2,2,1,0,1,1,1,0,2
"pink shirt with long sleeves and a collared button-down design. the shirt is made of a soft, lightweight material and has a classic fit. the color is a light pink, which is suitable for both casual and formal occasions. the shirt is designed to be comfortable and stylish, making it a versatile addition to any wardrobe.",1,2,0,0,1,1,1,0.5,320,57,41,1,0,1,0,1,0,1,0,4
black dress with a halter neckline and a bow on the front. the dress is made of a stretchy material and has a fitted silhouette. the dress is sleeveless and has a keyhole cutout on the back.,1,1,0,1,1,1,1,1.0,190,37,23,1,0,1,0,1,0,1,0,3
brown and white dress. the dress has a halter neckline and a flowy skirt. the dress is made of a light brown fabric with a white pattern on it. the dress is a plus size style and is designed to be worn by women who are larger in size.,1,1,0,1,1,1,1,1.0,234,49,33,2,0,2,0,1,0,1,0,4
