qi,query,rank_a,rank_b,rank_f
1466,"black dress with gold sequins. the dress has a flowy and loose fit, with a high-low hemline. the sequins are small and scattered all over the dress, adding a shiny and glamorous touch to the outfit.",101,101,84
1467,black vest with a white stripe on the side. the vest is worn over a gray tank top and has a black belt with a silver buckle. the vest is made of a shiny material and has a loose fit.,101,11,74
1468,white dress with a plunging neckline and off-the-shoulder straps. the dress is made of a stretchy material and has a fitted bodice with a flared skirt. the dress is a midi length and is worn by a woman with a slim figure.,3,92,5
1469,"floral print dress with a high waist and a flowing skirt. the dress is made of a lightweight material and has a floral print with a mix of pink, yellow, and green flowers. the dress is a mother of the bride style and is worn by a woman with a pear-shaped figure.",29,101,62
1470,pair of wide-legged pants that are navy blue in color. the pants have a loose fit and are made of a soft material. the pants feature a front pleat and a side zipper closure.,3,16,3
1471,"grey tweed jacket with a black zipper. the jacket has a collar, a front button, and a pocket on the left side. the jacket is worn by a woman with a white shirt underneath.",18,77,26
1472,"white t-shirt with a colorful rocket ship design on it. the rocket ship has a pink, yellow, and purple color scheme and features a face with a black nose and eyes. the t-shirt has a short sleeve design and is made of a soft cotton material.",4,3,4
1473,black t-shirt with a shortened hemline. the t-shirt has a round neckline and is made of a stretchy material. the t-shirt is a basic style and is suitable for casual wear.,101,101,101
1474,"black blouse with a cut out back. the material appears to be a lightweight fabric, possibly a polyester or rayon blend. the blouse features a high neckline and long sleeves with a loose fit. the back of the blouse has a cut out design that exposes the wearer's back.",2,6,4
1475,"white tank top with a beige leather trim. the tank top has a round neckline and a sleeveless design. the leather trim is stitched onto the top of the tank top, creating a seamless look. the beige leather trim adds a touch of elegance to the otherwise simple white tank top.",2,4,2
1476,white strapless dress with a ruffled design and a silver belt at the waist. the dress has a sweetheart neckline and a flowy skirt that falls below the knees.,5,8,7
1477,"green t-shirt with a v-neck and short sleeves. the shirt is made of a stretchy material and has a ribbed texture. the neckline is rounded and the sleeves are short, ending at the wrist. the shirt is a basic, casual style that can be worn with jeans or shorts.",3,6,3
1478,"floral print skirt. the skirt is made of a light brown material and has a floral print with a mix of tan, white, and green colors. the skirt is flowing and has a wrap-around design.",7,18,10
1479,black dress with a twisted design. the dress has a cowl neckline and a long sleeve. the material appears to be a knit fabric.,18,101,45
1480,white sheer pajama pant. the pant is made of a sheer white material and has a lace-up detail on the side. the pant is loose-fitting and has a flowy design.,1,1,1
1481,"red dress with a strapless design and a deep v-neckline. the dress has a mesh overlay and a lace-up back. the dress is made of a stretchy material and has a flowy, feminine style.",1,28,5
1482,a woman is wearing a peach colored satin wrap skirt with a ruffled hemline.,5,2,3
1483,white camouflage print long sleeve top with a zipper on the front. the fabric is soft and the design is a blend of white and gray.,1,1,1
1484,blue and black parka with a fur trimmed hood. the parka has a black and blue color scheme and features a large fur hood. the fur trimmed hood is a unique and stylish feature of the parka.,14,17,13
1485,pair of white and black pants with a polka dot pattern. the pants have a wide leg and are made of a stretchy material. the pants are worn by a woman who is standing and smiling.,43,1,11
1486,black pencil skirt. the skirt is made of a shiny material and has a zipper on the side. the skirt is worn by a woman who is standing and has her hands on her hips.,101,101,101
1487,"white t-shirt with a graphic print on it. the graphic print consists of various letters and words, including the word ""religion"" and the word ""liberty"". the t-shirt has a relaxed fit and is made of a soft, lightweight material.",1,7,1
1488,pink tulle skirt. the tulle is a light pink color and the skirt is a full length.,37,17,26
1489,white lace up tank top. the tank top has a v-neckline and is made of a sheer white lace material. it has a drawstring tie at the neckline and a ribbed knit fabric. the tank top is a fashionable and trendy piece of clothing.,6,1,2
1490,blue and black mesh skirt.,10,20,12
1491,"pair of black pants with a floral print. the pants have a loose fit and are cropped at the ankle. the floral print consists of a mix of black, white, and grey colors.",101,101,101
1492,pair of black pants with red stripes on the sides. the pants have a loose fit and are made of a soft material. the pants are part of a tracksuit and have a red stripe on the side.,22,17,16
1493,"pair of black leather pants. the pants have a distressed look and are made of leather. they are styled with a zipper and a button, and have a skinny fit.",91,37,70
1494,woman wearing a blue dress. the dress is a wrap style and has a v-neckline. the dress is made of a stretchy material and is form-fitting. the woman is also wearing a black belt around her waist.,101,94,101
1495,floral print coat with a light pink color and a black collar. the coat has a loose fit and is made of a lightweight material. the floral pattern consists of small pink and white flowers on a black background.,1,1,1
1496,gray top with a cut-out shoulder and a cold-shoulder design. the top is made of a stretchy material and has a round neckline.,41,11,21
1497,dress with a floral print. the dress has a yellow and black color scheme with a yellow and black floral print. the dress is made of a yellow and black fabric and has a yellow collar. the dress also has a black belt at the waist and a black and yellow pattern on the skirt. the dress is a combination of a yellow and black color scheme with a yellow and black floral print.,32,28,24
1498,pair of blue leggings. the leggings are made of a soft material and have a loose fit. they are worn by a person who is standing and has their hands on their hips.,25,101,91
1499,black and white dress with a floral print. the dress has a high neckline and long sleeves. the skirt of the dress is flounced and has a ruffled hemline. the dress is made of a lightweight material and is designed to be flowy and comfortable to wear.,101,101,101
1500,"pair of black leggings. the leggings are made of a stretchy material and have a tight fit. they are designed for athletic activities and have a high waistband. the leggings are also available in other colors such as white, grey, and blue.",101,101,101
1501,pair of brown leggings with a white waistband. the leggings have a brown and white color scheme and are made of a stretchy material. the leggings are designed to be worn as a sportswear item and have a fashionable style.,2,2,2
1502,black and white dress. the dress has a black sleeveless top and a white midi skirt. the dress is made of a stretchy material and has a v-neckline. the dress is styled in a modern fashion with a collar and a front slit.,101,101,101
1503,pink lace top with a floral design. the top is made of a sheer material and has a cropped fit. the lace is delicate and has a light pink color. the floral design is intricate and adds a feminine touch to the top.,1,1,1
1504,white dress with a colorful fringe at the bottom. the dress has a long sleeve and a high neckline. the fringe is made up of different colored beads and is hanging down the front of the dress.,83,18,35
1505,"white midi skirt with a cream-colored lining. the skirt has a high waist and a flared bottom, and it is made of a stretchy material. the skirt is worn with a white crop top and a pair of black heeled sandals.",12,9,4
1506,beige sweater dress with a boat neckline and long sleeves. the dress is made of a stretchy material and has a fitted bodice with a flared skirt. the dress is paired with a beige shirt and a pair of beige pumps.,44,25,25
1507,pair of black pants with white stripes. the pants have a loose fit and are made of a shiny material. the pants are worn by a person who is standing and has their hands in their pockets.,33,12,14
1508,"white turtleneck top with a high collar and long sleeves. the material appears to be a soft, stretchy fabric, possibly a blend of cotton and polyester. the turtleneck has a simple design with no additional details or decorations.",9,8,9
1509,blue dress with a lace overlay. the dress has a low back and a high slit on the side. the lace overlay is draped over the dress and has a v-neckline. the dress is a size 16 and is made of a stretchy material.,10,38,8
1510,"black leather jacket. the jacket has a zipper closure and a silver zipper pull. the jacket also has a collar and a pocket on the left side. the jacket is made of leather and has a sleek, modern look.",101,101,101
1511,"a beige lace dress with a mauve tulle overlay, featuring a halter neckline, a pleated skirt, and a back zipper closure.",9,4,3
1512,gray and white dress with a long sleeve and a high slit on the side. the dress is made of a shiny material and has a knitted texture. the dress is also adorned with a silver belt around the waist.,2,1,1
1513,"black dress with a white collar. the dress is sleeveless and has a zipper in the back. the dress is made of a shiny material and is a simple, elegant style.",101,101,101
1514,black pleated midi skirt with silver glitter polka dots. the skirt is made of a glittery material and has a midi length. the skirt is paired with a black top.,101,101,101
1515,a green quilted jacket with a black zipper and a black zipper pull.,11,101,42
1516,"white t-shirt with blue and silver glittery letters spelling out ""holster"". the shirt has a blue star design on the front and is made of a soft cotton material. the fashion style of the shirt is casual and trendy, perfect for a night out or a day at the beach.",2,15,3
1517,black and white polka dot top with a high neckline and a fitted silhouette. the top is made of a stretchy material and has a sleeveless design.,11,2,3
1518,pink dress with a satin material. the dress has a fitted bodice and a full skirt. the dress is a junior's size and is a short length.,39,2,13
1519,"multi-colored dress with a lace pattern. the dress has a strapless neckline and a fitted bodice. the skirt is made of layers of different colored lace, creating a ruffled effect. the dress is worn by a woman with a tan skin tone.",4,15,4
1520,blue floral print midi skirt and crop top set. the skirt is made of a stretchy material and has a high waistline. the crop top is a white and blue floral print with a halter neckline and a low back. the outfit is styled with a white satin belt that ties at the waist.,19,37,20
1521,"pair of black leggings with a mesh overlay. the leggings have a cropped fit and feature a high waistline. the mesh overlay is made of a stretchy, shiny material that adds a touch of glam to the leggings. the leggings are designed to be worn with a comfortable fit and are perfect for workouts or casual wear.",101,57,101
1522,"black lace skirt with a white lace overlay. the skirt has a high waist and a tiered design with a scalloped edge. the lace is delicate and the fabric appears to be a lightweight material, possibly silk or chiffon. the fashion style of the skirt is feminine and elegant, perfect for special occasions or dressing up a simple outfit.",101,101,101
1523,"flowered shirt with a floral pattern in shades of yellow, green, and purple. the shirt has a loose fit and is made of a silky material.",3,2,2
1524,"white fringe vest with a crochet design. the vest is made of a lightweight material, possibly a knit or crochet, and has a loose fit. the fringe is made of a long, stringy material that hangs down from the vest. the vest is worn by a young girl with long, brown hair.",1,4,2
1525,black denim vest with a gray collar. the vest has a front button and a front zipper. it is worn by a woman with a white shirt underneath.,12,35,22
1526,gray pencil skirt. the skirt is made of a stretchy material and has a zipper on the side. the skirt is a light gray color and is worn by a woman.,8,39,9
1527,pair of black pants. the pants are made of a material that appears to be a cotton blend. the pants have a straight cut and are worn by a person who is standing.,101,101,63
1528,"black and white north face jacket with a brownish-red plaid lining. the jacket is made of a synthetic material and has a feminine fit. it features a black zipper, black and white logo, and a black and white stripe on the sleeve. the jacket is designed for cold weather and has a warm, puffy appearance.",2,40,5
1529,woman wearing a black and white striped skirt with a white ruffled blouse. the skirt has a black and white striped pattern with a black belt at the waist. the blouse has a white ruffled neckline and a white lace collar. the woman is also wearing a black and white striped pencil skirt with a black belt at the waist.,12,4,6
1530,"pink top with a high collar and a front button. the top is made of a lightweight material, possibly silk, and has a pleated detail at the neckline. the top is styled in a fashionable manner, suitable for a formal or semi-formal occasion.",75,101,80
1531,"green leather jacket with a metallic finish. the jacket has a collar, a front zipper closure, and a silver zipper pull. the sleeves are long and have a silver zipper on the cuff. the jacket is a fitted style and has a shiny, metallic finish.",15,4,12
1532,"green tank top with a ruffled detail on the neckline. the tank top is made of a soft material, possibly cotton, and has a relaxed fit. the ruffles on the neckline are green and add a touch of femininity to the otherwise simple design.",101,48,101
1533,"woman wearing a peach colored wrap skirt. the skirt is made of a soft material and has a flowy, loose fit. the woman is wearing a black crop top and has her hair in a ponytail.",101,38,101
1534,beige lace dress. the dress has a plunging neckline and a backless design. the lace is delicate and the dress is made of a soft material. the dress is fashioned in a style that is suitable for a night out or a special occasion.,19,9,11
1535,floral print dress with a strapless top and a ruffled skirt. the dress is black and white with a mix of different sized flowers in various colors. the top of the dress is black and the skirt is white with black ruffles. the dress is a mini style and has a zipper on the back.,38,93,34
1536,striped sweater that is worn by a person. the sweater has a zebra print pattern and is made of a shiny material. the person wearing the sweater is also wearing a pair of black pants.,101,101,101
1537,blue dress with long sleeves. the dress has a wrap style and is made of a stretchy material. the dress is fitted at the top and flares out at the bottom. the color of the dress is a deep blue and it is worn by a woman.,8,15,7
1538,"sports bra. it is made of a combination of materials, including mesh and spandex. the bra is primarily red and black in color. it has a unique design with a red mesh top and a black mesh bottom. the bra also features a red mesh trim and a black mesh trim. the straps of the bra are black and the back of the bra has a black mesh design.",5,4,4
1539,pair of frayed jeans. the jeans are light beige in color and have a high waist. they are cropped and have a frayed hem. the jeans are made of denim material and have a relaxed fit.,6,22,7
1540,pair of black wide-legged pants with a bell-shaped flare at the bottom. the pants have a high waist and are made of a stretchy material.,101,41,101
1541,dress. the dress is multi-colored and has a geometric pattern. it is a plus size dress and is made of a stretchy material. the dress is a halter style and has a high waistline. the skirt of the dress is full and has a ruffled hemline.,15,101,28
1542,black and white checkered shirt with a collar. the shirt has a black and white pattern and is made of a material that looks like leather. the collar is white and the cuffs are black. the shirt is a blouse and is worn by a woman.,11,1,6
1543,"black pantsuit with a loose fit and a wide waistband. the pants have a flowing, wide leg and are worn with a black belt. the pantsuit is paired with a black shirt and a black and white belt.",101,101,101
1544,black lace dress with a navy blue sash. the dress has a fitted bodice and a flowy skirt. the lace is intricate and the sash adds a pop of color to the outfit.,101,101,101
1545,blue jean skirt with five silver buttons on the front. the skirt has a high waist and is made of denim material.,14,98,36
1546,"white and black zebra print shirt with a distressed look. the shirt has a collar, long sleeves, and a front button. the zebra print is black and white, and the shirt has a distressed look with frayed edges and a worn-out appearance.",1,1,1
1547,"blue skirt with a high waist and a full, pleated bottom. the skirt is made of a soft, flowing material and has a high-waisted design.",101,101,101
1548,black dress with a long sleeve and a wrap style. the dress is made of a stretchy material and has a simple design. the dress is not form-fitting and has a loose fit.,101,101,101
1549,white dress with a polka dot pattern. the dress has a fitted bodice and a full skirt. the dress is made of a sheer material and has short sleeves. the dress is styled in a vintage fashion and is suitable for a special occasion.,52,24,33
1550,black denim jacket with a zipper closure. the jacket has a black leather collar and a silver zipper pull. the jacket is made of denim material and has a loose fit.,5,58,14
1551,pair of black jeans with white floral print. the jeans have a high waist and a skinny fit. the floral print consists of white flowers with green leaves on a black background.,10,2,3
1552,black dress with a floral pattern on it. the dress has a black mesh overlay with a purple floral print. the dress also has a black belt at the waist and a black lace-up back.,40,25,23
1553,striped white and black short-sleeved shirt with a rounded neckline and a straight hemline.,19,68,28
1554,pair of black leggings with a white waistband. the leggings are made of spandex and have a compression fit. they are designed for high-impact activities and have a moisture-wicking fabric. the leggings are available in a variety of sizes and are suitable for both men and women.,101,101,101
1555,black leather jacket with a silver zipper. the jacket has a buckle detail on the front and a zipper on the sleeve. the jacket is styled in a fashionable biker style and is made of high-quality leather.,101,101,101
1556,white lace dress with a high slit on the front. the dress has a halter neckline and a low back. the lace is delicate and the dress is made of a lightweight material. the dress is a fashionable style that is perfect for a special occasion.,61,19,27
1557,black leather jacket with a fur collar. the jacket has a zipper closure and two front pockets. the fur collar is brown and appears to be made of rabbit fur. the jacket is styled in a fashionable way and is made of high-quality materials.,20,34,20
1558,woman wearing a pleated white midi skirt with a gray leather belt. she is also wearing a gray pleated midi skirt with a gray leather belt.,14,1,5
1559,"black and white printed t-shirt with the words ""imagine"" and ""mono"" written on it. the shirt has a loose fit and is made of a soft material.",3,7,2
1560,blue and white dress with a floral print. the dress has a pleated skirt and a ruffled off-the-shoulder neckline. the skirt is tiered and has a blue and white floral print. the dress is a plus size and has a flowy fit.,4,101,12
1561,"striped skirt. the skirt is made of a knit material and has a mix of white, blue, orange, and yellow stripes. the skirt is knee-length and has a loose fit.",4,10,3
1562,"black leather jacket with a high collar and a zipper on the front. the jacket has a slightly oversized fit and is made of a shiny, smooth leather material.",101,101,101
1563,"black and white plaid top with a v-neck and a sleeveless design. the top is made of a material that appears to be a blend of polyester and cotton. the plaid pattern consists of black and white stripes, and the top has a loose fit.",2,1,2
1564,"white crop top with a ribbed texture. it is a fitted top that is cropped at the waist, and it has a rounded neckline. the material appears to be a stretchy knit fabric, and the top is a basic, casual style that can be worn with jeans or shorts.",43,26,29
1565,green dress with a satin belt around the waist. the dress has a v-neckline and a short sleeve. the belt is black in color and has a buckle on it. the dress is a short style and is made of a shiny material.,4,2,2
1566,black and white tank top. the tank top has a black color on the top and a white color on the bottom. the tank top is made of a soft material and has a loose fit.,10,1,1
1567,green and blue striped long sleeve shirt with a round neckline and a back button detail. the shirt is made of a soft knit material and has a relaxed fit.,4,10,5
1568,blue jean skirt with a denim texture. the skirt has a high waist and a flared design. the hemline of the skirt is slightly above the knee. the skirt is made of a sturdy denim material and has a zipper closure on the back.,58,101,67
1569,"black leather mini skirt. the skirt has a high waist and a low rise, with a faux leather material. it is a fitted style with a front slit and a zipper closure on the side.",22,94,27
1570,black dress with a bow on the back. the dress is made of a stretchy material and has a fitted bodice with a zipper on the back. the dress is short and has a ruffled hemline. the bow on the back is made of a shiny material and is a contrasting color to the dress.,2,4,1
1571,"black tank top with a v-neck and a ruffled neckline. the material appears to be a stretchy fabric, possibly a blend of cotton and polyester. the tank top has a loose fit and is designed to be worn with a flowy skirt or pants. the overall style is casual and comfortable, perfect for a relaxed day out.",101,101,101
1572,"blue and white plaid dress with a black collar and a black belt at the waist. the dress has a button-down front and long sleeves with black buttons. the dress is loose-fitting and has a flowy, bohemian style.",32,15,17
1573,pair of blue leggings. the leggings are made of a shiny material and have a spandex fit. they are tight-fitting and have a high waistline. the leggings are worn by a woman who is wearing a blue sports bra and a black sports bra.,101,101,101
1574,white shirt with a high collar and a ruffled front. the shirt has a loose fit and is made of a lightweight material.,101,101,101
1575,"blue and green dress with a zebra print pattern. the dress has a fitted bodice and a flowing skirt. the material appears to be a lightweight, possibly chiffon or silk. the dress is styled in a fashionable, casual manner.",11,101,34
1576,"purple dress with a twist front design. the dress has a plunging neckline and a wrap-around design that creates a draped effect. the material appears to be a stretchy knit fabric, and the dress is styled with a long sleeve and a knee-length hemline.",3,1,2
1577,gray and gold quilted jacket with a hood. the jacket has a silver zipper and a gold zipper pull. the jacket is made of a shiny material and has a belted waist. the jacket is styled with a hood and a gold zipper pull.,3,3,3
1578,"black suit jacket with a silver zipper. the jacket has a unique design on the back, featuring a silver brooch with a black scorpion and a red and black spider. the jacket is made of a shiny material, possibly satin, and has a formal style.",1,1,1
1579,white denim skirt with five pockets. the skirt is a straight cut and has a zipper closure. the denim material is light in color and the skirt is short in length.,12,3,4
1580,"red dress with a twist front design. the dress has a wrap style and features a cold-shoulder cut. the material of the dress is a stretchy fabric, and the dress has a flowy and comfortable fit. the dress is also available in other colors such as orange, black, and blue.",1,1,1
1581,green maternity top with a rounded neckline and short sleeves. the material is stretchy and the fit is loose and comfortable.,1,4,1
1582,green faux fur jacket with a zipper closure. the jacket has a black collar and a black zipper pull. the jacket is worn by a woman with long hair.,1,18,4
1583,mint green lace dress with a keyhole neckline and a flowy skirt. the dress is worn by a plus size woman and has a crochet lace design.,25,6,8
1584,black denim jacket with distressed details. the jacket has a cropped fit and features a front zipper closure. the distressed details include ripped seams and frayed edges on the sleeves and hemline. the jacket is styled with a white t-shirt underneath and a pair of black jeans.,20,9,10
1585,"green and blue blouse with ruffles on the sleeves and a wide neckline. the fabric is a mix of cotton and polyester, and the style is a loose fit with a relaxed silhouette.",21,27,12
1586,"pink shirt with long sleeves and a collared button-down design. the shirt is made of a soft, lightweight material and has a classic fit. the color is a light pink, which is suitable for both casual and formal occasions. the shirt is designed to be comfortable and stylish, making it a versatile addition to any wardrobe.",26,4,3
1587,black dress with a halter neckline and a bow on the front. the dress is made of a stretchy material and has a fitted silhouette. the dress is sleeveless and has a keyhole cutout on the back.,12,101,28
1588,brown and white dress. the dress has a halter neckline and a flowy skirt. the dress is made of a light brown fabric with a white pattern on it. the dress is a plus size style and is designed to be worn by women who are larger in size.,1,2,1
1589,"black and white printed cardigan. the cardigan has a black and white floral print with a black trim. it is worn by a woman who is standing in front of a white background. the cardigan is open, and the woman is wearing a black tank top underneath it.",13,6,11
1590,blue and white floral printed shirt. the shirt has a loose fit and features a front button placket. the floral pattern consists of blue and purple flowers on a white background.,31,28,20
1591,white shirt with a collar. the shirt is made of a soft material and has a long sleeve design. the shirt is a classic white color and is worn by a mannequin.,101,101,101
1592,"purple floral pajama set. the pants have a wide leg and a drawstring waist, while the top is a long-sleeved shirt with a floral print. the pants are made of a soft, flowy fabric, while the top is a bit more structured. the pajama set is designed to be comfortable and stylish for lounging at home.",1,2,1
1593,"red tank top with a cowl neckline. the tank top is made of a stretchy material and has a draped cowl neckline. the color of the tank top is a deep red, almost maroon.",8,3,3
1594,pair of black pants. the pants are made of a stretchy material and have a straight cut. they are designed to be comfortable and flattering for a variety of body types.,101,101,101
1595,"black crop top. the material appears to be a stretchy spandex, and the top is sleeveless with a scoop neckline. the top is designed to be worn as a crop top, which is a fashion style that exposes the midriff.",40,30,27
1596,pair of dark blue leggings with a white waistband. the leggings are made of a stretchy material and have a high waistband. the leggings are designed for workouts and have a fashionable style.,101,101,101
1597,pair of black and pink running tights. the pink part of the tights has a white star pattern on them. the tights are made of a material that is stretchy and comfortable to wear. the tights have a black waistband and a pink and black design on the leg.,47,52,43
1598,black and white polka dot dress. the dress has a halter neckline and a keyhole cutout at the back. the dress is sleeveless and has a flowy fit.,3,12,4
1599,"white blouse with a zipper on the front. the blouse has a high collar and long sleeves with a button on the cuff. the zipper is silver and runs down the front of the blouse. the fabric appears to be a lightweight material, possibly silk or a similar fabric. the blouse has a relaxed fit and is designed to be worn casually.",1,2,1
1600,red dress with a black belt. the dress has a strapless neckline and a flowing skirt. the dress is made of a shiny material and has a floral pattern on it. the dress is a size medium and is worn by a woman with long hair.,20,63,24
1601,red strapless gown with a high slit on the front. the gown is made of a shiny material and has a mermaid silhouette. the dress also features a ruffled skirt and a high slit on the front.,101,22,61
1602,pair of red pants. the pants are made of a material that appears to be a cotton blend and have a straight cut. the pants are high-waisted and have a wide leg. the pants are a solid red color and do not have any visible pockets.,12,62,13
1603,black and white floral print skirt. the skirt is made of a stretchy material and has a floral print with black and white flowers. the skirt is knee-length and has a zipper closure on the side.,101,101,101
1604,black dress with a long sleeve and a crew neckline. the dress is made of a stretchy material and has a loose fit. it is suitable for a casual or dressy occasion.,101,101,101
1605,"white and multicolored striped dress with a round neckline and short sleeves. the dress has a fitted bodice and a flared skirt. the stripes are horizontal and the colors are pink, yellow, and blue.",2,3,2
1606,black hooded jacket with a zipper. the jacket has a drawstring hood and a front zippered pocket. the jacket is made of a shiny material and has a sporty look.,7,11,9
1607,"black and beige lace skirt. the skirt has a black lace overlay with a beige lace underlay. the skirt is floor-length and has a high waist. the lace is intricate and detailed, with a sheer quality to it. the skirt is a fashionable piece that can be worn for various occasions.",76,4,19
1608,"white long sleeve shirt with a large letter ""v"" on the front. the shirt has a glittery finish and is made of a stretchy material. the shirt is a fashionable top that can be worn with jeans or leggings.",2,2,2
1609,"white lace skirt. the lace is crocheted and has a floral pattern. the skirt is long and has a high waistline. it is a midi-length skirt that falls just above the knee. the lace is sheer and has a delicate texture. the skirt is made of a lightweight material, possibly chiffon or tulle.",101,26,57
1610,blue shirt with long sleeves and a collar. the shirt has a loose fit and is made of a soft material. the collar is folded down and the sleeves are rolled up.,40,54,30
1611,"floral print dress. the dress is made of a lightweight material and has a flowy design. the dress is worn by a woman who is posing for the camera. the dress is a mix of blue, yellow, and white colors. the floral print is made up of small flowers and leaves. the dress has a halter neckline and a flowy skirt. the dress is a summer style and is suitable for a beach or garden party.",57,88,17
1612,red and black dress with a butterfly print. the dress has a plunging neckline and a flowing skirt. the fabric is made of chiffon and the dress is designed to be worn as a maxi dress.,2,2,2
1613,"white t-shirt with a black logo on it. the logo has the word ""deminat"" written on it. the t-shirt is a women's fit and has a v-neck design.",8,1,2
1614,pair of gray pants with a black belt. the pants have a straight cut and are made of a stretchy material. the belt is made of a shiny material and has a silver buckle. the pants are worn by a woman who is standing and smiling.,101,101,101
1615,"woman wearing a blue and green dress. the dress has a v-neckline and a long sleeve. the dress is made of a mix of different materials, including a blue fabric on the top and a green fabric on the bottom. the dress is a mix of different colors, including blue, green, and white. the woman is wearing a black belt around her waist to accentuate her figure.",101,101,101
1616,yellow dress with spaghetti straps and a ruffled neckline. the dress is made of a lightweight material and has a flowy fit. the dress is a midi length and is suitable for a summer or spring occasion.,30,95,43
1617,woman wearing a blue and black winter jacket with a fur collar. the jacket has a zipper and a pocket on the front. the woman is also wearing a black hat and a pair of sunglasses.,9,15,6
1618,blue top with a rounded neckline and three-quarter length sleeves. the top is made of a shiny material and has a ruffled detail at the neckline.,101,101,88
1619,"pair of blue leggings. the leggings are made of a stretchy material and have a tight fit. they are designed to be worn with a high waistband and have a simple, sleek design.",4,11,5
1620,woman wearing a beige pencil skirt. the skirt is made of a shiny material and has a high waistline. the woman is also wearing a white blouse and black heels.,25,15,16
1621,purple sleeveless top with a ruffled hem. the top is made of a stretchy material and has a scoop neckline. the ruffles on the hem are purple and add a playful touch to the top.,16,18,17
1622,black skirt with gold buttons. the skirt is made of a shiny material and has a fitted style. the gold buttons are small and evenly spaced along the length of the skirt.,10,13,9
1623,black and white print silk necktie. the tie has a unique design with a black background and white print. the print features a variety of geometric shapes and a pink and blue bird. the tie is worn around the neck and hangs down the front of the wearer.,101,101,101
1624,black and orange polka dot blouse with a peplum silhouette and a ruffled neckline. the blouse has a loose fit and features a floral pattern with a mix of orange and black dots.,2,1,1
1625,black denim skirt with a zipper closure and a small pocket on the front. the skirt has a high waist and a midi length.,101,101,101
1626,"woman wearing a teal colored parka with a fur-trimmed hood. the parka has a hood, two front pockets, and a long, fur-trimmed hood. the woman is wearing a blue coat with a fur-trimmed hood, and she is wearing a green coat with a fur-trimmed hood. the woman is also wearing a blue coat with a fur-trimmed hood.",1,12,1
1627,blue and orange striped skirt. the skirt has a dark blue color on the top and an orange color on the bottom. the stripes are thin and the skirt is made of a material that appears to be silk. the skirt is a midi length and has a knot detail at the top.,14,20,12
1628,pair of black floral leggings. the leggings have a black background with a floral print in shades of pink and white. the leggings are high-waisted and have a stretchy material.,5,28,13
1629,black coat with a collar. the coat is made of a wool material and has a long length. it is a fashionable coat with a stylish design.,14,6,7
1630,"brown skirt. the skirt is made of a material that appears to be a type of fabric, and it has a front zipper closure. the skirt is a midi length, which means it falls just above the knee. the skirt is also belted, which gives it a more defined waistline. the belt is made of a matching brown leather material. the skirt is a part of a woman's outfit, and it is styled with a white blouse and a brown leather belt.",9,101,19
1631,"white blouse with a lace design, featuring a high round neckline, long sleeves with buttoned cuffs, and a loose fit. the blouse is made of a sheer, lightweight fabric with a subtle pattern of small, irregularly spaced diamonds in shades of beige, white, and light gray.",11,2,2
1632,black floral dress with a wrap-around design and a bow at the neckline. the dress has a fitted bodice and a flowing skirt with a floral print. the dress is worn with a belt at the waist to accentuate the waistline.,66,8,23
1633,"green off-the-shoulder top with ties at the shoulders. the top is made of a material that appears to be a blend of cotton and polyester. the style is a loose fit with a flowy silhouette. the ties at the shoulders are made of a thicker material, possibly a knit or jersey. the top is a fashionable piece that can be worn with jeans or shorts for a casual look.",3,2,2
1634,white circle skirt. the skirt is made of a stretchy material and has a high waist. it is a midi-length skirt that falls just above the knee. the skirt is a basic wardrobe staple and can be dressed up or down depending on the occasion.,3,11,3
1635,white crop top with a mesh overlay on the front. the mesh overlay is made of a sheer white fabric with a subtle white grid pattern. the crop top has a round neckline and short sleeves. the back of the crop top is plain white with a seam running down the middle.,3,7,5
1636,pink velvet top with a plunging neckline and ruffled sleeves. the top has a loose fit and is adorned with a silver button on the neckline.,37,101,49
1637,black fringe vest with a western style. the vest is made of a soft material and has a front button closure. it is worn over a white shirt and has a sleeveless design. the vest features multiple rows of fringe on the front and has a western-inspired design.,3,15,4
1638,black and grey skirt. the skirt is made of a material that is a mix of both colors. the skirt has a grey side and a black side. the skirt is a pencil skirt style and is a midi length.,1,3,1
1639,"black and white tie dye skirt. the skirt is made of a stretchy material and has a flowy, loose fit. it is a midi length skirt that falls just above the knee. the skirt is designed with a black and white tie dye pattern that creates a distressed, worn look.",41,33,33
1640,"black dress with a lace overlay and a beige sash. the dress has a plunging neckline and a fitted bodice, with a mermaid silhouette. the lace overlay is black and has a floral pattern. the beige sash is tied at the waist, adding a touch of elegance to the dress.",101,101,101
1641,pair of green pants. the pants are made of a soft material and have a relaxed fit. they are styled with a wide leg and feature a front pocket. the color of the pants is a deep olive green.,101,101,101
1642,pair of black leggings with a gray stripe on the side. the leggings have a spandex material and feature a high waistband. the leggings are designed to be worn with a sports bra and have a fashionable look.,62,59,48
1643,gray wool vest with a black fur collar. the vest has a zipper closure and a silver zipper pull. the vest is worn over a black shirt and a black sweater.,101,101,101
1644,"purple and blue printed shirt with a snake design. the shirt has a purple background with blue and green snake prints. the snake design includes a blue head, green body, and purple tail. the shirt also has a blue and white logo on the front.",1,5,1
1645,"grey ruffled off-the-shoulder top. the top is made of a soft material and has a loose fit. it features a high neckline and long sleeves with ruffles at the ends. the top is designed to be worn off the shoulder, and the ruffles add a feminine touch to the overall look.",6,2,2
