qi,query,rank_a,rank_b,rank_f
1891,ugg classic short metallic patent,1,1,1
1892,high summer look,101,101,101
1893,maybelline eye shadow palette nudes,1,1,1
1894,rose noir eau de parfum,1,1,1
1895,pouch,101,101,101
1896,pre-owned gucci black suede extra large tote,1,2,2
1897,casual single button thick woolen long coat,11,2,4
1898,red bandeau skater dress,1,1,1
1899,retro clock red,1,1,1
1900,j queen new york black round pillow,1,1,1
1901,shirt rock band crop top shirt crop top shirt tank shirt tshirt white,8,11,7
1902,versatile full wall bed piece,1,1,1
1903,celine smooth leather micro luggage bag cobalt royal blue,2,1,1
1904,pre-owned chanel pink caviar medium classic double flap bag,2,1,1
1905,proenza schouler mini classic black stud,49,28,31
1906,yoins yellow plunge lace pleated strappy cami dress,1,1,1
1907,emerald inches mini pocket satchel london,2,4,3
1908,patent women's shoes,101,101,101
1909,nars lipstick,101,101,101
1910,givenchy pandora box chain leather shoulder bag,12,8,11
1911,desert print frame,2,1,1
1912,pointed toe rivet chunky heel boots,10,19,11
1913,bean bag,11,24,22
1914,versace medusa ballerinas,1,1,1
1915,rose lace jeans,37,8,14
1916,topshop petite sporty t-shirt dress,23,28,14
1917,acrylic coffee table,1,1,1
1918,vintage round white cat eye sunglasses,6,4,4
1919,hand ring earrings,1,1,1
1920,nyc american college rose bomber jacket,67,101,101
1921,charlotte russe bamboo almond toe ballet flats,3,5,5
1922,lily women,101,101,101
1923,collection weekend john lewis leather brogues tan,1,4,2
1924,iro walker camel wool blend coat,2,3,2
1925,navy green classics retro mens shoes cheap,27,1,2
1926,loose fit letters print color spliced lace-up jogger pants men,1,2,2
1927,french connection peplum top,14,1,1
1928,quay beige cat-eye sunglasses,2,2,2
1929,vampire red lipstick,101,101,101
1930,ray-ban round metal sunglasses matte silver,2,1,1
1931,faux pearl rectangle ring,1,1,1
1932,phillip lim pencil skirt,101,101,101
1933,sport couture jacket,4,2,3
1934,cape knot bracelet,1,1,1
1935,uniqlo work short coat,6,2,3
1936,diane von furstenberg gallery secret agent large fringed metallic tweed tote,1,1,1
1937,women's sandal,101,101,101
1938,raw cut wireless floral printed adjustable thin bra,18,2,5
1939,floral embroidered blouse,2,3,2
1940,pink pastel print crop top,5,1,2
1941,jeans ankle jeans,58,101,101
1942,embroidered lace insert plus size dress,101,7,101
1943,calvin klein denim jacket,35,63,43
1944,valentino garavani lock embroidered leather bag,7,2,4
1945,gucci embellished leather sandals,2,1,2
1946,jimmy choo candy acrylic clutch,5,4,2
1947,rock hand snapback,1,1,1
1948,cherry lip gloss,1,2,1
1949,topshop moto joni high rise skinny jeans,77,73,55
1950,sweet women's wedge shoes hollow peep toe design,46,35,28
1951,adidas originals black vintage gazelle sneakers,1,1,1
1952,plus size dress plum wine,10,8,8
1953,nearly natural red rose vase silk flower arrangement,5,6,5
1954,floral applique jacket,43,44,40
1955,zipper a-line skirt,101,101,101
1956,winter warm lace ankle women flat boots,2,2,2
1957,sand holder,101,101,93
1958,j.w.anderson mini leather shoulder bag,10,101,13
1959,pin bracelet,1,1,1
1960,rio clutch,101,101,101
1961,timberland women's waterproof winter boot,2,3,2
1962,ivory white satin sandals,19,8,12
1963,kendra scott button earrings,4,2,1
1964,color block pu trim nylon casual tote bag,14,3,7
1965,de buckled leather waist belt,22,68,39
1966,yves saint laurent rouge,1,11,4
1967,shein sheinside navy hooded letters print sweatshirt,1,1,1
1968,ice ct sky blue topaz silver earrings,1,1,1
1969,maurices hat stone embellished band,101,101,101
1970,lulu leather drawstring bag,101,101,101
1971,party,101,101,101
1972,sailor moon costume shopping,39,66,33
1973,brown metal chain pu shoulder bag,7,13,9
1974,silver infinity stud earrings,1,1,1
1975,london willow fedora burgundy festival band,7,11,8
1976,alexander mcqueen silk crepe de chine blouse,101,18,42
1977,michael kors jewelry gold link horn necklace,2,9,3
1978,row knit hoodie,2,3,2
1979,black slimming womens collar pu leather jacket,3,8,4
1980,cobalt indigo,101,101,101
1981,deborah lippmann nail color blue orchid oz ml,1,2,2
1982,stella mccartney high waist wool trousers four pockets stella mccartney,101,101,101
1983,jeffrey campbell statement pretty flat,11,2,2
1984,collection white south sea pearl diamond ring,4,5,3
1985,alice olivia hard clutch,101,68,101
1986,pair,101,101,101
1987,maison margiela mesh ankle boots,12,6,7
1988,bustier lace top,8,3,5
1989,white buckle strappy wedge sandals,2,7,4
1990,chicnova fashion denim letter print crop top,1,1,1
1991,yoins black fashion square earrings,3,3,3
1992,night market sequin embellished bomber,12,2,9
1993,st. paul bangle,101,60,101
1994,book market hidden,101,101,101
1995,rag bone women's ankle boots,22,22,17
1996,delicate leaf necklace,17,63,33
1997,balmain ruffled off-the-shoulder top,1,4,2
1998,jeans high-rise jeans,101,101,101
1999,lands first teen vogue cover toms,2,1,1
